AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
23,183,72,70,51,72,83,81,66,55,34,39,12,9,70,78
24,179,70,74,76,48,79,78,59,73,70,74,12,11,74,78
25,188,86,23,20,14,64,63,70,38,29,15,86,82,88,91
28,174,72,76,74,51,80,70,73,74,64,68,7,8,73,73
31,177,78,73,71,64,89,84,66,75,58,55,16,7,73,73
29,174,62,69,71,41,79,74,58,67,70,71,5,11,72,72
25,175,75,78,74,67,72,66,69,50,38,37,15,12,77,79
24,197,84,63,21,40,61,76,40,77,63,70,14,9,70,75
33,180,70,74,47,55,63,62,84,87,71,73,9,12,75,75
27,177,76,65,72,46,73,66,62,78,73,69,8,13,72,73
34,187,82,50,35,29,55,51,65,76,75,73,5,5,73,73
23,176,74,84,65,55,72,68,63,65,73,74,8,11,80,86
25,195,91,12,14,10,35,34,56,36,17,12,71,75,75,78
21,192,85,55,31,32,63,69,60,77,76,77,15,7,74,85
29,190,83,74,48,83,58,53,83,89,23,22,15,7,79,79
22,182,75,72,61,73,68,69,74,47,40,22,12,13,72,82
31,184,79,62,70,22,55,61,70,80,70,73,8,12,73,73
20,188,82,75,56,51,67,71,64,68,65,69,11,6,72,86
28,182,77,82,72,80,88,91,83,60,44,41,7,13,83,83
22,173,70,73,72,74,82,77,77,31,47,41,7,13,75,85
29,175,72,70,68,40,83,83,63,67,62,69,7,7,71,71
28,185,73,78,69,75,74,79,78,75,47,38,9,10,78,78
29,185,80,17,11,16,49,54,51,15,15,12,77,77,76,77
31,185,71,49,42,33,57,59,42,76,80,77,10,15,77,77
29,179,78,71,60,74,71,79,76,48,36,26,14,8,74,74
26,175,73,72,74,59,85,85,73,86,65,75,10,14,77,79
21,179,72,82,77,75,78,82,79,60,43,50,15,15,79,87
29,194,85,18,13,11,43,41,44,32,20,12,74,70,72,72
29,187,78,11,11,14,48,43,51,32,18,14,71,69,71,71
32,183,73,75,76,70,66,64,74,59,42,34,15,12,76,76
28,190,82,53,38,29,50,53,56,75,72,73,8,14,73,74
30,189,78,60,36,34,56,55,50,66,74,79,12,16,75,75
31,170,63,73,70,68,89,85,67,69,59,23,6,11,71,71
29,187,85,63,72,50,67,67,80,92,72,78,7,8,78,78
35,193,90,56,52,51,58,69,56,76,66,74,7,13,74,74
27,176,68,69,75,59,82,82,57,49,55,32,6,7,72,72
34,190,83,14,14,13,50,47,53,43,14,12,80,83,82,82
25,189,75,44,29,22,49,56,36,74,68,73,12,14,70,75
21,178,79,83,71,69,77,80,73,63,54,55,6,14,77,85
27,181,74,73,74,34,77,85,61,72,57,73,14,13,72,72
24,183,70,71,68,60,56,59,59,38,60,32,8,14,70,74
24,171,67,60,43,41,64,55,61,85,67,73,9,10,72,79
34,189,76,14,11,11,28,34,51,45,20,13,78,64,74,74
25,185,81,55,47,41,66,60,45,84,68,71,11,16,71,76
21,183,75,76,65,75,75,70,75,37,56,24,14,10,73,83
29,196,86,11,20,11,31,40,57,27,22,12,78,77,78,78
34,173,75,82,77,80,85,83,79,73,40,40,6,15,79,79
32,190,86,19,24,14,42,49,54,45,26,15,74,76,75,75
23,175,71,66,68,35,72,67,43,58,68,72,6,12,70,77
26,167,63,73,62,71,91,87,69,36,60,13,7,9,71,74
25,175,68,64,52,50,66,49,73,75,72,75,9,14,75,79
28,189,85,57,52,39,54,54,60,80,75,71,7,12,72,72
24,187,76,67,70,69,72,76,72,85,67,69,7,10,73,77
32,185,84,67,71,65,65,70,75,70,71,73,9,8,72,72
24,180,75,71,75,64,83,87,76,65,60,61,14,12,72,74
20,168,67,78,68,64,81,81,68,52,35,42,11,12,74,83
33,173,72,76,76,72,67,62,76,45,30,26,11,15,74,74
21,184,74,76,64,48,65,64,66,80,73,74,11,14,75,83
32,186,79,50,28,35,65,55,75,86,72,74,7,9,74,74
20,196,90,50,46,26,52,71,66,75,76,86,9,13,79,86
28,168,65,77,71,71,72,70,65,48,41,28,12,8,73,73
27,178,66,75,70,67,78,77,70,38,33,35,9,12,72,72
30,182,67,71,69,59,75,75,68,82,76,72,10,10,75,75
26,168,64,70,63,60,88,80,75,60,65,70,12,6,71,74
30,189,75,74,73,69,58,58,82,68,60,70,14,9,76,76
26,178,75,77,67,55,69,67,71,73,69,71,14,7,74,79
29,186,82,74,67,60,52,47,72,83,74,72,5,5,76,76
30,190,87,38,29,27,44,48,47,72,72,71,9,10,71,71
28,186,87,62,49,41,63,67,69,74,74,79,10,7,77,77
19,186,75,18,21,21,65,61,42,72,65,75,9,8,70,79
22,184,75,61,49,55,75,65,67,87,79,77,9,9,75,82
33,196,93,7,7,9,38,46,50,27,20,12,72,71,73,73
25,190,89,58,47,23,52,64,49,78,72,77,14,15,76,78
29,168,67,69,66,41,74,74,67,56,65,67,14,11,71,71
24,169,69,74,70,64,83,78,69,53,31,23,14,12,72,76
29,170,63,74,74,70,76,70,70,67,35,63,16,13,77,77
23,178,76,77,72,62,77,78,70,33,39,38,15,6,70,77
37,172,69,76,58,33,64,54,65,68,78,82,16,16,71,71
24,186,73,65,69,53,55,54,75,74,68,69,12,14,72,77
24,186,79,70,35,78,73,71,74,47,13,17,13,14,74,80
35,183,79,74,73,62,73,65,77,54,16,31,12,16,74,74
31,186,86,82,75,65,67,67,81,58,75,73,6,11,81,81
22,194,92,50,37,30,64,70,50,78,78,80,10,7,78,86
23,180,74,78,67,78,75,76,75,32,50,20,8,14,77,84
19,171,75,75,64,66,83,82,74,45,28,38,7,14,71,83
30,186,79,52,35,30,51,47,47,74,71,75,8,9,72,72
33,187,80,11,12,13,42,47,49,27,22,14,72,70,72,72
31,178,68,67,57,53,65,55,72,80,75,77,8,11,75,75
26,170,69,76,53,84,87,90,81,66,20,20,12,14,81,84
31,188,84,76,76,66,60,55,75,63,35,58,5,11,72,72
23,180,75,68,59,58,66,64,62,59,62,70,9,9,70,75
30,181,80,57,50,41,54,47,52,81,71,70,10,6,72,72
23,175,71,77,68,76,79,79,75,72,46,33,11,14,77,84
19,178,68,65,60,30,69,70,52,77,76,76,8,12,75,86
31,183,73,84,78,74,70,68,82,60,75,70,8,6,84,84
25,176,72,81,66,68,89,82,68,30,22,13,9,8,74,77
26,176,73,71,64,67,65,63,66,80,67,69,7,11,72,75
27,185,80,73,69,54,72,75,72,64,62,68,6,14,72,72
31,175,73,72,64,83,75,66,75,59,21,29,14,12,78,78
24,189,77,72,58,72,64,50,72,49,41,18,13,10,71,77
25,170,71,85,82,73,80,68,79,54,68,69,12,6,81,83
29,190,83,86,80,77,66,69,83,76,37,35,9,5,79,79
25,178,72,73,68,76,89,88,73,31,24,30,8,13,74,76
31,182,79,44,55,51,67,72,43,88,81,78,9,14,79,79
27,186,80,53,45,20,65,62,59,73,70,71,9,15,72,72
28,186,81,59,69,38,70,75,80,74,75,76,14,9,73,73
29,180,74,72,76,66,93,95,66,36,34,31,7,6,71,71
24,180,74,70,65,60,64,63,70,64,62,64,15,7,70,74
35,188,78,71,62,64,48,46,74,75,72,71,12,6,74,74
24,182,74,64,45,48,57,63,71,69,66,72,8,12,70,76
37,184,83,58,53,45,45,35,63,78,72,72,11,16,72,72
25,172,68,69,70,44,83,76,50,59,65,64,12,9,71,76
33,185,71,74,74,46,53,48,68,75,67,70,13,6,74,74
20,185,80,67,39,31,60,63,46,78,78,79,8,11,78,87
35,185,78,18,8,6,59,49,52,37,20,11,72,75,73,73
35,187,82,41,45,44,56,53,54,72,76,76,7,16,74,74
30,186,76,44,59,27,53,54,43,78,71,75,12,16,74,74
29,187,86,47,38,25,68,67,54,73,72,73,8,16,73,74
26,180,74,66,68,54,54,47,73,67,70,66,13,14,72,75
26,194,79,57,42,33,73,69,50,67,68,69,5,9,70,74
30,195,88,15,14,12,29,34,50,17,20,13,74,76,75,76
26,190,82,45,30,23,45,49,41,77,71,71,7,7,72,75
23,174,66,78,69,66,73,72,76,52,64,62,5,12,77,84
20,188,83,84,73,81,77,89,73,41,39,46,6,8,84,92
35,194,90,16,18,13,46,28,49,34,12,15,74,68,73,73
36,187,83,73,69,61,65,65,73,69,76,77,8,12,76,76
28,180,80,84,78,71,67,66,77,70,75,74,11,14,84,84
28,190,84,66,33,43,67,66,47,83,75,73,15,8,74,76
23,188,78,70,47,70,69,68,77,62,29,39,9,11,71,78
30,169,72,77,70,73,77,78,79,55,21,38,14,6,74,74
31,186,84,74,81,64,72,70,74,71,74,77,15,11,75,75
30,187,80,18,11,9,33,34,46,21,21,17,69,64,71,71
23,192,89,8,13,9,30,18,53,24,11,10,74,72,73,82
23,181,73,83,64,75,85,89,76,60,38,40,11,7,78,82
33,185,84,66,42,72,62,65,74,76,41,35,15,16,72,72
33,184,77,66,59,69,69,70,66,80,49,48,11,16,71,71
29,183,79,70,46,77,67,72,81,80,22,34,16,9,76,76
22,185,75,74,66,67,65,69,76,66,42,57,13,10,71,77
33,185,80,72,53,52,55,54,62,69,72,70,16,8,72,72
25,173,69,79,68,64,85,83,69,54,25,31,10,11,74,75
23,187,81,66,49,36,65,70,31,73,80,84,10,12,80,87
31,171,65,63,50,31,67,69,65,89,74,83,14,7,78,78
29,183,78,54,40,25,67,62,52,85,79,81,13,11,77,77
27,189,79,23,21,23,58,62,34,68,70,75,11,14,72,75
29,175,66,76,79,53,74,69,71,73,72,78,14,7,76,76
34,185,80,59,64,38,56,51,74,80,68,73,11,6,73,73
27,180,80,77,67,72,93,93,81,64,24,23,14,12,74,74
28,190,78,78,65,79,80,85,76,55,28,25,11,8,78,78
26,176,74,80,72,75,79,76,74,48,42,24,8,7,76,76
24,183,76,66,83,51,72,74,74,59,63,64,12,16,70,74
24,186,78,44,42,40,66,65,56,72,72,72,13,13,72,78
34,174,70,64,58,55,49,52,67,73,75,77,7,16,75,75
29,192,81,66,70,58,74,78,60,68,65,72,12,14,71,71
29,167,65,73,69,68,77,72,74,52,47,47,12,11,73,73
31,177,75,74,73,75,67,76,79,75,40,37,14,15,75,75
27,180,75,65,44,50,53,45,79,73,69,64,10,14,70,72
26,175,78,68,69,57,82,78,59,59,69,63,12,13,70,73
35,175,73,70,62,74,76,73,75,50,24,25,8,9,73,73
30,187,78,83,77,70,60,63,78,62,45,59,14,9,79,79
33,185,80,44,54,31,64,63,60,72,72,73,6,13,74,74
30,177,78,72,72,40,74,78,68,79,65,72,11,16,73,73
28,189,82,72,51,70,69,71,74,67,64,67,7,12,71,71
24,180,72,79,64,53,94,85,63,76,52,38,13,8,70,75
27,181,78,75,87,43,69,73,79,64,76,78,15,6,77,78
37,177,70,61,45,52,34,34,75,75,70,69,9,15,70,70
22,183,76,47,32,28,58,57,54,77,74,76,10,13,72,82
23,186,79,75,69,38,78,76,43,76,75,80,12,7,79,85
29,180,70,71,81,72,66,66,75,63,73,72,7,13,75,75
30,186,77,72,76,63,62,69,81,78,47,40,9,16,71,71
26,174,74,76,66,70,80,77,70,77,72,71,15,10,76,78
27,188,84,67,65,60,61,62,76,72,80,81,8,9,79,82
27,178,72,50,60,29,74,71,67,88,83,85,7,15,83,85
35,172,64,74,72,44,81,69,52,58,75,65,12,10,73,73
29,189,85,53,36,30,57,63,46,54,68,74,16,6,72,73
26,169,64,78,67,72,78,74,76,76,74,80,7,16,79,81
32,196,97,30,44,34,30,31,47,84,72,75,11,8,73,73
29,183,76,76,74,71,75,75,73,36,28,27,13,8,75,75
35,186,82,74,57,71,66,62,73,60,18,33,8,8,71,71
25,187,85,73,79,39,77,84,68,72,76,77,15,15,79,81
24,183,70,75,78,21,76,82,53,62,68,74,11,7,74,79
27,189,90,15,15,12,47,44,48,30,15,12,76,70,75,77
20,178,75,70,65,60,71,62,63,58,63,57,5,9,72,82
25,187,80,62,34,36,62,65,38,76,85,84,14,9,80,86
21,180,73,79,66,67,76,75,69,52,70,62,12,9,76,85
27,188,81,14,22,13,58,50,51,27,15,20,77,71,73,73
26,191,85,64,35,39,69,70,43,73,73,74,10,8,74,79
28,180,77,66,53,39,56,54,49,72,69,69,6,16,74,74
32,191,90,17,13,12,32,48,57,20,18,12,72,72,73,73
24,174,76,72,69,40,75,73,55,58,63,70,12,14,70,74
20,180,71,47,72,44,73,74,27,47,68,67,9,8,70,82
26,178,65,71,67,75,79,80,74,60,43,49,14,14,74,76
31,184,82,62,59,40,48,54,59,80,72,72,11,15,74,74
35,181,76,62,59,54,43,34,72,82,75,72,7,13,73,73
27,183,85,65,53,72,69,75,73,92,38,32,15,7,71,72
32,182,82,10,10,9,41,49,56,35,10,12,78,75,77,77
27,178,75,77,72,69,62,59,77,69,69,73,9,14,80,81
25,185,79,24,29,16,62,65,39,67,67,73,14,9,71,74
32,179,75,38,61,31,61,76,44,70,72,73,9,12,72,72
27,177,70,73,74,62,76,75,60,40,25,26,9,15,73,73
24,180,75,73,69,62,87,84,60,48,43,31,14,14,71,77
31,175,72,77,77,67,65,55,76,79,76,74,7,6,78,78
35,189,84,65,77,52,65,70,80,72,86,83,13,14,81,81
26,182,81,80,67,65,81,84,65,56,57,58,12,15,71,72
22,192,75,61,52,35,62,70,52,70,73,71,7,14,72,82
27,182,72,68,58,49,64,66,59,81,71,73,12,16,74,77
29,186,83,65,53,72,71,77,65,53,47,32,12,7,71,71
34,168,65,83,85,70,58,55,77,67,68,63,6,9,82,82
30,175,78,88,76,77,88,82,84,44,43,57,14,12,82,82
29,189,77,77,49,72,74,79,74,64,17,26,8,14,73,73
23,181,73,81,66,72,87,88,82,60,31,30,10,6,74,80
23,176,67,80,70,67,76,78,72,65,65,61,13,14,76,81
31,184,78,80,84,78,64,61,84,67,76,73,14,11,86,86
25,183,72,72,70,59,74,69,66,68,70,71,10,9,72,75
28,188,86,55,49,56,61,65,70,77,66,75,7,13,72,73
30,193,88,14,15,20,35,40,60,31,16,15,72,70,72,72
28,175,73,70,77,50,77,77,82,69,72,73,6,15,76,76
31,184,77,73,76,67,62,64,79,66,54,52,13,12,73,73
26,182,72,74,69,52,65,56,68,64,66,69,16,14,73,76
26,181,71,82,89,65,84,85,80,78,80,81,13,8,84,86
32,186,88,69,51,74,34,37,76,71,55,48,13,8,73,73
21,172,69,73,77,64,79,76,71,83,75,72,8,8,75,82
22,180,82,68,51,74,69,65,69,31,28,17,13,9,70,78
29,175,67,72,69,77,75,73,72,49,43,37,14,13,75,75
25,180,78,68,65,68,71,69,78,53,53,58,12,11,70,74
18,177,70,77,63,60,85,87,73,39,28,30,8,9,70,88
26,197,84,65,42,84,57,68,84,76,37,32,11,9,81,82
20,183,71,70,34,68,89,92,72,63,18,24,8,6,71,82
26,173,67,73,68,64,71,68,58,49,55,58,13,11,71,73
24,178,72,67,35,75,72,67,74,48,31,46,12,10,73,80
26,178,70,73,63,66,91,90,68,43,34,17,14,13,71,72
31,173,66,82,79,71,81,75,72,69,35,42,8,11,81,81
26,191,82,66,60,50,56,63,58,73,80,81,16,7,80,83
27,180,92,63,42,73,53,56,86,52,13,18,10,10,74,74
31,190,86,14,11,11,34,33,51,28,12,13,73,69,72,72
22,184,73,75,69,78,82,82,77,55,34,31,12,5,76,84
28,176,73,62,64,49,64,64,65,82,73,80,8,7,73,73
27,188,84,66,46,79,53,52,69,75,48,43,8,6,73,74
27,182,77,70,65,73,72,83,69,50,40,22,5,12,72,73
25,184,76,73,83,62,64,66,81,40,38,27,14,7,71,74
24,183,84,59,44,35,62,64,70,84,73,74,13,12,73,78
19,190,81,62,46,40,67,70,52,72,62,70,7,13,71,86
23,170,65,73,69,60,78,76,65,42,56,53,12,6,70,79
27,171,73,75,72,65,75,62,76,67,69,71,14,13,78,78
16,185,80,74,68,67,73,74,70,69,25,24,11,10,70,86
25,182,82,75,74,70,65,72,72,72,74,73,8,10,73,74
23,191,79,36,48,30,54,62,42,74,76,76,5,9,74,84
32,188,80,60,72,60,34,44,89,73,71,68,10,7,72,72
28,187,79,60,67,42,72,70,61,85,83,83,15,6,82,83
24,180,75,71,68,63,64,67,67,57,36,55,10,9,72,77
19,184,73,64,41,35,62,67,65,75,76,78,6,14,76,87
31,188,88,72,52,68,62,78,75,84,82,84,15,7,79,79
25,183,77,75,79,58,64,55,86,60,68,68,15,13,75,78
30,183,71,72,75,64,54,45,66,55,58,52,12,12,74,74
28,172,72,68,71,54,72,76,73,90,71,68,11,8,72,73
28,179,69,70,75,60,79,81,74,60,65,70,10,7,71,71
33,176,60,76,61,62,79,76,65,40,41,31,15,8,72,72
29,188,79,58,71,34,67,73,39,73,77,76,9,14,75,76
27,187,74,12,17,20,31,33,56,12,20,21,72,72,73,76
29,179,70,69,76,55,73,74,69,76,67,67,10,9,72,72
28,176,75,68,62,49,67,81,52,77,72,70,9,15,71,71
24,169,72,80,63,60,80,77,50,38,55,35,11,7,70,74
24,173,68,76,65,67,83,83,73,43,39,37,8,12,72,75
35,183,80,65,48,84,32,30,78,79,44,29,15,16,77,77
27,198,87,47,43,25,43,45,53,74,72,69,15,13,71,72
29,192,85,10,11,11,38,44,52,31,10,10,85,79,83,83
25,186,84,72,75,64,71,74,69,72,59,64,10,6,73,76
34,177,73,81,65,79,72,73,82,71,37,30,14,12,77,77
30,189,76,80,62,67,40,43,61,85,90,86,5,8,89,89
21,174,81,82,56,82,81,81,79,84,56,22,11,8,81,89
33,173,70,76,65,68,83,72,70,60,31,36,11,13,71,71
30,183,79,76,71,68,57,56,81,73,64,73,10,16,77,77
25,171,67,83,80,76,85,84,78,63,63,29,11,12,82,83
26,172,75,83,74,71,90,86,80,48,47,28,6,9,78,81
24,185,69,74,71,62,62,69,78,76,79,79,15,14,78,82
22,183,78,83,64,64,79,86,72,50,36,50,5,6,74,79
25,181,72,78,42,88,77,77,81,83,55,23,13,7,82,87
32,182,82,71,73,56,60,63,73,81,63,71,15,12,72,72
24,200,101,64,44,70,54,58,69,72,21,18,5,6,70,74
24,173,63,80,78,76,78,75,78,64,32,44,7,9,79,82
23,183,75,88,83,81,93,96,87,61,36,32,8,12,86,92
33,177,76,71,71,47,49,55,65,67,57,63,7,10,71,71
21,176,70,77,60,66,77,76,85,90,73,71,5,12,75,84
23,180,75,64,76,28,69,68,51,70,78,79,10,12,76,81
28,183,78,81,74,76,70,72,81,68,43,43,13,14,78,78
22,175,64,79,81,59,73,69,77,70,78,79,15,11,78,85
23,179,71,79,69,64,91,92,70,55,45,25,9,10,74,82
36,189,79,75,70,78,59,53,76,60,50,24,9,5,72,72
29,187,86,59,56,42,55,62,65,72,73,77,8,7,74,74
27,188,83,21,19,11,42,53,52,22,17,14,73,77,73,73
28,180,78,75,75,52,69,73,72,70,76,77,8,9,76,76
30,194,82,14,13,13,47,47,45,24,19,14,74,71,72,73
30,183,75,67,52,63,62,76,77,75,69,68,7,11,73,73
28,175,69,77,78,62,91,93,71,73,57,52,6,9,76,76
22,185,78,69,56,60,51,46,69,58,68,68,12,8,72,78
27,185,88,48,55,32,65,74,58,72,68,73,7,12,71,72
28,183,77,73,68,64,61,55,78,49,51,53,8,15,71,71
29,177,70,66,49,76,57,62,73,64,34,38,9,7,71,71
27,180,75,75,71,59,61,65,84,68,70,73,5,13,74,75
21,178,76,65,70,54,70,72,63,79,61,63,5,8,70,79
33,165,72,71,65,66,62,63,78,75,57,62,14,7,74,74
31,179,76,64,42,65,74,76,82,66,81,76,7,12,74,74
27,186,78,69,56,70,72,72,72,80,54,24,7,8,71,72
21,185,70,76,66,64,67,66,70,83,64,69,11,12,75,82
32,172,70,69,56,77,79,79,76,50,37,37,10,14,74,74
19,183,71,74,52,67,85,81,71,49,27,15,5,8,70,86
23,176,66,77,64,71,74,72,74,33,43,15,9,13,72,78
20,185,77,73,68,64,77,78,71,65,50,55,7,6,70,84
41,182,69,24,23,13,40,45,57,45,21,22,72,69,72,72
24,182,77,57,53,24,68,63,51,68,72,72,11,7,71,80
31,184,86,65,63,39,66,70,73,84,79,80,9,13,78,78
20,190,82,16,10,5,36,17,47,12,21,15,74,67,70,82
29,197,83,33,21,55,47,51,63,79,72,70,13,10,73,73
28,187,84,18,19,11,51,51,41,33,18,12,80,75,76,78
24,168,69,74,71,64,78,71,67,44,32,53,11,11,71,76
26,185,84,44,39,30,68,70,46,72,65,68,16,8,70,73
31,174,74,76,70,72,86,85,88,74,30,40,15,11,76,76
27,182,70,82,74,67,73,70,76,65,67,65,11,12,79,80
33,193,101,63,44,77,40,54,80,85,21,33,15,12,77,77
22,173,68,73,65,67,69,66,72,56,57,63,16,8,74,85
27,183,89,69,69,53,74,70,63,72,66,68,8,11,70,71
22,185,86,74,64,68,79,88,77,79,14,18,15,11,71,79
25,175,76,75,75,63,69,71,74,59,60,62,15,7,76,79
22,171,70,71,70,36,82,81,45,70,64,71,7,14,72,80
24,172,70,79,62,71,67,61,75,52,76,84,11,8,80,84
18,180,65,73,37,69,86,84,71,44,29,22,9,15,70,86
29,174,75,73,64,67,75,73,73,77,60,63,16,6,74,74
30,191,91,64,42,72,45,51,80,76,35,46,7,16,73,73
20,178,70,74,42,73,77,74,68,36,48,31,13,15,70,82
30,181,76,85,83,83,68,68,77,56,48,34,11,11,84,84
27,157,71,71,65,65,89,81,74,52,34,29,11,15,72,72
24,190,88,65,54,50,76,79,63,74,79,82,7,15,79,84
29,174,72,80,63,77,94,90,72,52,30,35,10,9,79,79
20,181,73,83,76,59,90,93,75,67,74,77,10,8,79,86
30,173,70,76,74,43,84,77,71,74,72,77,16,12,76,76
28,181,79,60,64,32,58,49,47,73,73,72,8,14,73,75
27,185,87,36,44,19,57,48,68,90,74,80,11,10,76,76
26,171,62,75,70,65,74,65,76,67,44,48,13,13,73,75
33,187,87,64,52,56,67,69,80,81,72,74,7,9,74,74
24,181,80,83,75,78,92,91,78,54,17,29,12,8,80,84
30,184,85,70,68,71,77,83,85,73,37,24,13,7,73,73
25,178,76,54,50,40,62,69,51,79,71,72,11,6,71,75
23,182,75,68,67,70,72,72,69,68,40,48,14,5,72,78
24,167,63,81,69,59,85,77,71,65,54,63,10,8,73,79
25,194,86,68,35,77,49,69,78,51,20,25,8,9,75,79
26,189,84,20,12,19,47,42,50,18,14,13,70,65,70,73
26,181,74,68,66,57,58,59,78,73,76,74,7,15,77,78
26,183,77,74,75,58,82,80,69,37,28,30,13,10,74,75
32,187,81,65,51,84,57,60,78,71,59,35,11,9,76,76
31,170,67,72,64,67,78,74,68,42,38,34,9,10,71,71
22,183,80,51,33,25,53,54,48,69,69,75,12,7,70,78
29,172,63,81,82,80,90,87,80,47,55,40,8,14,84,84
28,178,65,76,71,73,89,93,71,59,47,23,8,12,75,75
31,182,73,71,61,59,59,55,54,68,78,75,11,10,73,73
26,183,81,74,70,75,75,76,77,72,28,37,7,9,75,76
21,184,79,75,67,70,83,90,77,63,29,37,6,11,70,80
28,175,75,79,51,59,82,79,74,59,64,61,6,8,75,75
25,190,82,43,49,39,54,45,58,73,69,72,11,7,72,76
33,178,85,72,75,69,75,77,77,37,34,43,15,11,73,73
34,176,70,58,49,36,49,39,60,72,77,76,12,10,74,74
22,190,90,35,39,20,51,54,34,70,69,71,11,11,70,79
35,184,73,74,60,68,32,31,78,76,77,78,13,10,78,78
28,174,78,70,59,80,84,79,76,46,20,24,10,7,76,76
30,187,85,13,14,14,45,50,45,40,20,19,79,74,75,75
25,188,86,69,58,43,90,75,74,80,82,77,12,14,78,84
21,183,75,72,63,55,64,69,66,65,70,72,10,7,70,82
24,178,73,74,82,53,72,76,72,70,78,80,13,8,79,83
31,185,76,69,61,54,35,39,75,64,74,75,6,15,74,74
31,172,64,80,82,64,79,79,71,45,41,30,13,14,77,77
26,184,83,54,53,48,63,72,83,82,80,84,14,14,80,82
28,173,64,74,58,64,92,93,68,63,43,43,10,12,73,73
31,184,72,65,72,56,74,72,67,75,65,72,14,8,73,73
22,191,87,67,67,72,71,75,73,49,42,41,12,11,71,81
22,172,70,75,66,70,77,72,76,68,19,23,14,13,70,76
26,186,80,14,16,8,40,47,48,25,20,14,77,71,74,77
26,190,83,34,53,36,34,32,52,78,72,74,10,6,73,77
27,180,67,81,75,57,61,50,71,79,62,77,14,7,83,84
25,188,79,64,61,73,66,68,74,55,27,35,6,12,72,76
19,180,66,70,65,63,74,76,72,48,40,53,7,9,70,84
24,175,72,75,63,58,84,82,69,49,41,46,9,8,70,73
28,163,59,90,86,77,94,85,79,34,49,24,8,4,87,87
25,179,75,73,73,65,79,78,58,51,50,34,15,11,72,75
25,181,74,75,72,36,89,85,30,71,71,71,16,11,75,77
24,182,80,68,72,37,85,87,70,78,67,68,9,6,70,74
24,185,78,20,14,16,42,47,47,25,23,20,71,66,71,75
26,190,94,78,72,84,64,84,87,71,30,30,8,15,85,86
23,178,68,84,67,58,78,68,81,68,72,59,14,7,78,84
27,177,72,77,75,65,74,75,55,47,23,56,8,15,75,75
24,183,78,72,61,64,72,73,65,56,28,20,13,10,71,76
31,178,71,76,74,66,83,77,71,48,30,32,7,12,77,77
31,168,62,74,68,66,87,87,70,28,64,35,15,10,71,71
33,178,77,59,59,45,65,53,58,90,67,69,10,9,71,71
26,191,74,67,49,73,64,64,74,46,31,21,16,13,73,76
25,171,74,69,73,53,77,77,76,72,67,68,13,7,71,76
28,184,80,49,43,40,63,70,62,76,74,73,15,14,72,74
28,176,82,79,80,79,74,77,85,75,31,49,6,7,79,79
24,173,75,70,66,63,68,69,70,78,70,71,13,7,73,79
30,188,79,67,70,58,74,74,65,73,67,69,9,13,71,71
27,175,69,89,74,87,95,93,84,75,42,42,10,10,88,88
36,188,84,11,11,11,31,33,49,35,11,11,75,73,74,74
26,178,73,63,58,73,93,93,78,53,24,20,9,12,70,72
33,189,80,32,35,34,51,51,57,82,63,75,11,6,71,71
22,177,76,72,55,61,75,74,74,75,60,68,16,9,70,79
32,189,77,54,49,43,64,65,65,81,79,80,8,16,79,79
23,186,77,77,74,60,75,74,76,71,70,74,12,7,79,87
31,195,81,58,45,22,31,33,59,68,75,80,12,15,75,75
31,189,83,38,43,23,33,33,25,77,78,75,6,8,74,74
26,186,77,66,74,56,64,68,74,74,75,77,15,8,75,77
21,178,70,74,73,45,79,74,59,66,69,68,11,7,70,83
29,179,76,71,71,38,68,64,75,77,76,71,7,16,77,77
26,180,70,78,62,67,77,75,70,56,42,28,12,7,72,73
24,172,70,73,58,50,72,62,70,78,65,69,11,7,72,78
27,180,76,65,44,32,69,65,73,90,76,81,15,12,76,77
25,185,81,69,42,57,66,69,65,87,83,70,6,11,76,79
25,197,82,69,31,77,56,57,78,61,17,20,8,13,75,79
25,180,75,85,77,68,80,82,76,56,69,72,12,9,81,85
19,167,58,81,62,64,88,81,58,57,50,54,14,13,72,85
27,179,72,71,73,39,83,85,57,77,59,67,7,13,70,71
29,180,74,66,65,59,64,61,72,77,75,72,9,15,73,73
33,176,70,69,70,25,67,66,66,72,75,80,12,15,73,73
32,176,77,87,69,63,93,91,77,66,38,32,11,13,77,77
31,174,66,70,66,72,68,63,82,54,25,45,16,15,72,72
21,188,74,20,19,12,46,42,53,19,20,16,71,69,73,83
31,177,65,74,75,64,82,82,78,71,64,68,8,9,72,72
27,177,72,72,69,57,86,87,60,62,67,72,13,10,74,74
25,179,78,65,68,54,65,65,65,68,63,67,15,11,70,75
28,182,71,73,68,73,76,74,75,72,64,70,16,13,76,76
37,179,75,85,84,80,69,63,77,53,41,47,9,14,80,80
26,186,75,82,82,60,78,83,68,68,76,78,11,13,79,80
35,181,77,71,57,75,77,81,66,47,38,29,12,8,73,73
30,171,72,77,76,63,79,82,72,67,53,53,16,15,74,74
25,177,73,89,75,74,89,88,75,40,34,30,12,16,80,83
